FROM/ID,12:00 AM,1:00 AM,2:00 AM,3:00 AM,4:00 AM,5:00 AM,6:00 AM,7:00 AM,8:00 AM,9:00 AM,10:00 AM,11:00 AM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM
13506,3,1,0,0,0,1,4,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
13507,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
13508,3,1,0,0,0,1,2,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
13509,1,1,1,0,0,3,1,0,0,2,1,0,0,0,1,1,2,0,0,0,0,0,0,0
13510,0,1,0,0,0,2,4,1,2,0,0,1,1,4,0,2,2,1,0,0,1,1,0,1
13511,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13512,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13514,0,0,0,0,1,1,6,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
13515,2,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13516,1,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
13517,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13518,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13520,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13521,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13523,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13525,1,1,0,0,0,0,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13526,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
13527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13528,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
13529,1,1,0,0,0,2,4,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
13531,1,0,0,0,0,5,3,5,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
13532,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13533,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
13534,1,1,0,0,0,1,6,9,14,7,4,4,4,4,2,6,3,0,4,7,1,3,1,2
13537,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13538,0,0,0,0,0,0,5,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
13539,0,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13540,0,0,0,0,0,2,4,5,1,2,2,1,0,1,1,1,0,2,1,1,0,0,1,0
13541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13542,2,1,0,0,0,1,5,6,3,1,0,1,0,2,0,1,1,1,0,0,1,1,0,0
13543,1,0,0,0,0,4,1,0,0,2,1,0,0,0,1,2,0,1,0,0,0,0,0,0
13544,0,2,0,0,0,1,3,3,1,2,2,1,1,1,1,1,1,0,1,1,0,0,2,0
13545,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13547,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13548,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13549,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
13550,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13551,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13552,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
13554,0,1,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13555,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13556,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13558,3,0,2,0,0,4,4,7,2,5,3,0,0,1,1,2,0,1,1,1,1,1,1,0
13559,3,1,0,0,0,3,5,4,2,2,1,0,0,0,1,1,0,1,1,0,2,0,1,1
13560,1,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13561,1,2,1,0,0,3,2,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0
13562,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13563,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13564,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13565,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13567,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13569,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13570,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13572,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13573,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13574,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
13575,0,2,0,0,0,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13578,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13580,1,1,0,0,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0
13581,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13582,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13583,1,3,0,0,0,1,3,4,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0
13584,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13585,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
13586,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13588,1,0,1,0,0,2,3,8,1,3,0,0,0,1,1,0,0,1,0,1,1,1,1,1
13589,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
13590,3,0,0,0,0,1,3,2,0,1,1,0,0,0,0,2,0,0,1,0,2,0,1,2
13591,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
13592,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13593,1,1,0,0,0,4,4,8,2,3,1,0,0,1,1,2,0,0,0,0,0,1,1,0
13594,2,1,0,0,0,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13595,1,1,0,0,0,2,5,8,2,3,1,0,0,1,0,2,0,0,0,0,0,1,1,0
13596,3,0,0,0,0,2,3,2,2,1,1,0,0,0,1,3,0,0,2,0,3,0,1,2
13597,1,1,0,0,0,2,5,6,2,3,1,0,0,0,0,2,0,0,0,0,0,1,1,0
13598,3,0,0,0,0,1,1,2,1,1,0,0,2,2,1,2,2,0,1,1,0,1,0,0
13599,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13600,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13601,1,0,0,0,0,3,10,7,3,1,3,1,1,0,0,0,1,0,0,0,1,0,0,1
13602,0,1,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
13603,0,1,0,0,0,1,3,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1
13604,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13605,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13606,0,1,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13607,0,1,0,0,0,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
13608,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13609,0,1,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13610,0,1,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13612,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
13614,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13615,0,1,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13616,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13617,0,1,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13618,0,1,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
13619,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13620,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13621,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13622,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13624,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13627,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13628,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13629,0,1,0,0,0,2,3,2,1,2,1,1,1,0,0,2,1,0,0,0,0,2,1,0
13630,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13632,0,2,0,0,0,1,0,3,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0
13633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13634,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13635,0,0,0,0,0,3,3,3,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
13636,0,0,0,0,0,2,5,6,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13637,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
13638,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13639,0,0,0,0,0,0,3,1,0,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0
13640,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13641,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13642,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0
13643,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13644,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13645,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13646,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13647,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13648,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13649,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13650,1,3,0,0,0,2,4,1,1,1,2,0,0,1,0,2,0,1,0,0,0,0,0,0
13651,2,3,0,0,0,1,3,2,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
13652,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13653,1,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13654,1,1,0,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
13655,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13656,0,1,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13657,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,0,1,1,0,1,0,0
13658,1,2,1,0,0,2,2,1,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0
13659,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13660,0,11,1,0,0,2,2,1,0,0,1,1,1,1,2,2,0,0,1,2,0,1,1,0
13661,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13662,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13664,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13667,0,0,0,0,0,0,2,4,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0
13669,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13670,1,1,0,0,0,1,3,3,2,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
36198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13671,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
13674,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13675,3,0,0,0,0,1,3,1,0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,2
13676,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13678,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13679,3,1,0,1,0,2,1,8,2,4,3,0,0,2,0,2,1,0,1,2,1,2,1,1
13680,3,1,0,0,0,3,0,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1
13681,1,2,1,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
13682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13683,1,3,0,0,0,1,5,6,4,2,1,0,0,1,0,0,0,0,1,0,1,2,0,0
13684,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13686,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13687,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13688,0,3,0,0,0,0,3,8,4,2,1,0,0,1,0,0,0,0,1,0,1,2,0,0
13689,0,0,1,0,0,2,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1
13690,0,0,0,0,0,0,1,7,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13691,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13693,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13694,3,1,0,0,0,2,0,4,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1
34174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
13695,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13698,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13699,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13700,2,2,1,0,0,0,6,2,5,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1
13701,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13702,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13703,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13704,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13705,1,0,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13706,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13707,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13709,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
13710,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
13711,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13712,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13713,1,0,0,0,0,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13714,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
13715,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13716,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13717,3,0,0,0,0,4,0,7,2,4,1,0,0,2,0,2,0,0,1,0,1,2,0,1
13718,2,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2
13719,2,0,0,0,0,3,0,3,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1
13720,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13721,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13722,1,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13723,2,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2
13724,2,0,0,0,0,3,0,3,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1
13725,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
13726,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
13727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13729,2,0,0,0,0,1,2,3,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
13730,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13731,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13732,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13733,3,0,0,0,0,3,1,3,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,2
13734,3,0,0,0,0,2,1,3,2,2,0,0,1,1,0,0,0,0,1,0,0,1,0,1
13735,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
